order_id,customer_id,order_date,revenue,cost
403,178,2023-02-08,57.26,26.05
404,181,2023-01-29,80.99,43.8
405,182,2023-03-29,91.46,29.83
406,182,2023-02-05,40.49,16.34
407,183,2023-06-14,91.02,38.82
408,183,2023-06-20,183.37,94.29
409,183,2023-07-03,75.69,41.41
410,183,2023-09-06,167.82,50.42
411,183,2023-07-05,29.2,11.02
412,185,2023-02-01,102.12,41.94
413,185,2023-01-21,95.41,50.12
414,188,2023-03-17,21.82,10.71
415,188,2023-05-02,130.26,73.22
416,188,2023-03-28,41.7,23.8
417,188,2023-02-20,116.11,39.78
418,190,2023-02-05,123.9,38.8
419,192,2023-07-12,144.65,62.05
420,192,2023-06-19,69.57,27.26
421,192,2023-07-02,100.36,54.15
422,193,2023-06-14,86.81,41.7
423,193,2023-06-24,143.91,59.34
424,193,2023-05-24,97.5,33.42
425,193,2023-07-24,82.26,28.49
426,195,2023-02-09,76.02,38.25
427,195,2023-02-21,85.63,31.29
428,195,2023-06-06,101.72,51.52
429,196,2023-01-26,110.98,65.39
430,197,2023-03-19,89.84,31.26
431,199,2023-07-19,40.91,24.0
432,199,2023-05-22,179.91,86.52
433,200,2023-04-15,81.27,37.58
434,200,2023-04-06,119.67,55.35
435,200,2023-05-14,170.06,73.49
436,200,2023-04-11,66.68,23.9
437,202,2023-04-17,120.39,48.66
438,203,2023-01-28,132.72,59.28
439,204,2023-06-16,56.24,23.54
440,204,2023-05-19,105.6,48.88
441,204,2023-05-25,193.53,110.86
442,204,2023-06-25,116.01,65.08
443,206,2023-02-17,69.64,39.22
444,207,2023-05-05,107.01,59.83
445,207,2023-02-02,87.56,33.77
446,208,2023-03-28,108.62,51.4
447,208,2023-05-06,196.53,82.99
448,209,2023-01-04,173.71,75.0
449,209,2023-02-26,180.76,57.61
450,209,2023-03-06,100.7,45.63
451,209,2023-01-30,186.75,57.1
452,210,2023-01-21,84.57,45.78
453,210,2023-01-20,57.93,34.02
454,210,2023-01-11,199.61,100.41
455,210,2023-03-04,73.03,22.22
456,211,2023-03-31,158.41,78.82
457,211,2023-04-01,172.27,83.39
458,211,2023-02-19,107.77,34.84
459,212,2023-03-24,39.98,21.69
460,212,2023-06-08,33.02,19.37
461,213,2023-03-25,163.01,83.48
462,213,2023-03-06,33.12,13.94
463,214,2023-01-25,164.63,95.28
464,215,2023-04-04,60.69,29.87
465,215,2023-07-09,128.63,52.4
466,216,2023-03-23,110.56,48.07
467,217,2023-02-27,63.55,32.68
468,217,2023-03-16,164.71,76.71
469,218,2023-05-07,68.85,30.91
470,219,2023-04-02,29.78,15.62
471,220,2023-05-15,28.43,10.88
472,221,2023-04-29,20.69,7.74
473,222,2023-03-05,68.67,37.96
474,222,2023-03-03,162.01,91.95
475,223,2023-02-09,108.89,45.33
476,223,2023-02-05,146.69,44.2
477,223,2023-01-11,148.35,74.16
478,223,2023-04-17,156.99,91.88
479,224,2023-03-14,135.95,42.75
480,224,2023-02-10,192.22,86.52
481,225,2023-02-01,86.57,27.33
482,225,2023-03-03,94.97,51.92
483,226,2023-02-05,178.43,65.08
484,226,2023-02-19,129.4,50.28
485,227,2023-09-14,76.81,37.9
486,228,2023-04-06,71.73,29.43
487,228,2023-01-31,40.07,18.22
488,229,2023-05-28,80.72,24.68
489,229,2023-05-17,94.46,42.3
490,230,2023-03-01,103.54,60.99
491,230,2023-03-22,141.96,55.87
492,231,2023-04-06,158.63,86.0
493,231,2023-04-09,67.8,20.7
494,231,2023-04-16,159.17,72.48
495,231,2023-04-18,86.91,26.11
496,232,2023-04-20,160.98,85.98
497,232,2023-03-01,91.64,35.82
498,232,2023-02-13,61.08,22.84
499,232,2023-03-02,154.54,68.33
500,234,2023-02-23,60.57,21.73
501,234,2023-02-14,132.03,70.56
502,234,2023-03-07,46.45,25.24
503,234,2023-03-12,89.87,45.14
504,234,2023-02-19,82.13,47.24
505,234,2023-02-20,104.6,59.31
506,235,2023-01-18,21.41,10.48
507,236,2023-06-21,115.34,42.97
508,237,2023-01-29,165.25,72.36
509,237,2023-02-12,97.91,30.66
510,238,2023-01-09,29.0,16.04
511,239,2023-06-02,199.07,102.23
512,239,2023-07-01,122.52,46.3
513,239,2023-03-21,126.84,40.83
514,239,2023-04-02,196.61,70.2
515,239,2023-04-20,183.42,106.95
516,240,2023-01-31,149.3,55.87
517,240,2023-02-11,139.99,48.83
518,240,2023-02-05,158.89,71.45
519,240,2023-01-12,21.63,8.81
520,241,2023-06-26,77.9,43.19
521,241,2023-07-28,37.17,15.93
522,243,2023-06-07,91.61,52.75
523,243,2023-10-24,28.08,14.83
524,244,2023-04-13,191.17,90.45
525,244,2023-02-10,161.76,60.71
526,245,2023-01-09,54.49,31.36
527,245,2023-01-04,111.07,40.68
528,248,2023-10-22,124.69,53.74
529,248,2023-08-19,113.01,59.63
530,249,2023-09-23,190.36,108.08
531,250,2023-05-02,126.4,44.98
532,250,2023-05-08,173.91,62.98
533,250,2023-04-28,32.42,18.88
534,251,2023-02-25,158.8,78.83
535,251,2023-01-25,177.66,82.03
536,251,2023-01-30,96.54,30.05
537,251,2023-01-25,157.8,47.34
538,252,2023-05-18,60.7,23.75
539,252,2023-02-09,61.47,18.47
540,253,2023-06-04,172.72,73.71
541,253,2023-05-05,78.55,40.36
542,253,2023-06-14,52.69,21.67
543,254,2023-02-24,34.12,15.81
544,254,2023-03-01,50.12,26.77
545,254,2023-02-18,191.4,59.86
546,254,2023-02-01,128.28,49.9
547,254,2023-03-01,156.62,51.8
548,255,2023-04-03,168.95,86.02
549,255,2023-02-18,103.11,59.42
550,256,2023-04-08,55.14,22.25
551,256,2023-03-02,196.13,109.24
552,256,2023-03-26,150.87,70.7
553,257,2023-07-31,152.2,63.21
554,257,2023-06-15,171.02,51.89
555,257,2023-07-21,194.65,83.95
556,258,2023-06-23,29.3,13.23
557,258,2023-04-20,175.28,62.01
558,258,2023-04-30,119.49,50.06
559,260,2023-01-17,176.85,88.75
560,260,2023-02-23,65.08,31.72
561,261,2023-04-01,29.33,13.63
562,261,2023-03-09,75.22,30.53
563,261,2023-03-28,80.13,41.65
564,262,2023-11-18,71.44,30.71
565,263,2023-01-24,190.0,93.58
566,263,2023-02-12,133.81,48.13
567,264,2023-02-22,69.74,29.96
568,264,2023-06-10,32.15,14.65
569,265,2023-05-21,152.82,78.15
570,265,2023-05-22,82.37,34.54
571,266,2023-04-11,68.34,26.4
572,267,2023-03-15,191.26,74.44
573,267,2023-03-15,127.83,62.27
574,267,2023-04-13,68.13,20.75
575,268,2023-04-11,76.32,29.1
576,268,2023-04-10,175.9,102.73
577,268,2023-03-17,47.87,27.93
578,269,2023-02-22,146.21,73.69
579,269,2023-02-11,22.77,10.81
580,270,2023-04-25,91.83,50.68
581,271,2023-08-01,38.34,11.6
582,272,2023-05-21,184.62,79.42
583,273,2023-06-09,21.63,10.31
584,274,2023-07-03,36.45,13.11
585,274,2023-07-28,152.97,46.52
586,275,2023-02-21,64.56,20.58
587,276,2023-05-12,170.93,92.56
588,276,2023-04-03,187.89,87.04
589,276,2023-02-17,131.02,68.51
590,276,2023-03-23,113.86,36.5
591,277,2023-04-16,86.32,49.08
592,277,2023-05-09,161.73,70.56
593,277,2023-05-06,64.71,33.11
594,278,2023-05-25,31.52,17.25
595,278,2023-03-14,99.91,30.63
596,279,2023-04-03,186.88,61.97
597,279,2023-04-26,93.74,46.55
598,280,2023-04-11,32.69,11.63
599,281,2023-05-23,75.77,28.41
600,281,2023-06-03,116.4,47.38
601,281,2023-05-26,169.14,90.79
602,281,2023-05-24,184.48,108.08
603,282,2023-02-15,189.4,106.61
604,284,2023-01-12,174.59,87.83
605,284,2023-03-01,174.58,91.57
606,285,2023-03-26,52.27,26.56
607,285,2023-02-28,41.16,14.39
608,287,2023-02-09,23.44,8.2
609,287,2023-04-14,63.48,25.79
610,287,2023-02-10,60.03,27.36
611,288,2023-03-02,62.16,22.74
612,288,2023-05-23,130.93,61.15
613,289,2023-02-25,146.39,51.46
614,289,2023-02-10,94.15,52.83
615,290,2023-03-22,41.1,16.49
616,290,2023-02-27,144.57,52.32
617,291,2023-01-23,95.47,29.16
618,291,2023-02-18,32.43,14.34
619,292,2023-01-03,150.22,69.21
620,292,2023-02-26,167.85,92.82
621,292,2023-01-22,80.05,43.02
622,293,2023-06-10,178.86,78.68
623,295,2023-01-11,177.92,74.16
624,295,2023-02-01,194.25,62.15
625,295,2023-02-09,33.34,13.76
626,296,2023-02-21,83.09,34.21
627,296,2023-02-16,86.52,38.01
628,296,2023-03-24,138.21,70.85
629,296,2023-02-14,59.18,29.5
630,297,2023-05-17,159.11,73.91
631,299,2023-03-04,140.81,68.45
632,299,2023-04-09,50.58,18.13
633,299,2023-05-05,155.0,88.73
634,299,2023-04-11,127.49,63.27
635,299,2023-05-04,124.19,60.82
636,300,2023-02-12,68.77,24.8
637,301,2023-01-11,96.47,55.21
638,302,2023-02-17,145.31,60.28
639,303,2023-03-23,67.53,39.28
640,303,2023-03-18,78.41,29.86
641,303,2023-02-22,145.04,53.03
642,304,2023-04-21,160.04,84.54
643,304,2023-03-08,35.91,18.3
644,305,2023-03-28,26.06,14.69
645,305,2023-03-27,120.32,37.5
646,306,2023-10-20,199.31,109.15
647,306,2023-10-06,64.82,30.66
648,306,2023-08-14,37.09,22.24
649,306,2023-08-23,154.67,83.83
650,307,2023-02-28,43.41,13.32
651,307,2023-02-26,161.07,75.68
652,307,2023-02-24,137.78,50.92
653,309,2023-05-30,131.51,61.68
654,309,2023-05-05,175.6,83.6
655,309,2023-05-02,198.32,104.52
656,310,2023-01-26,127.43,73.71
657,310,2023-04-08,81.54,37.37
658,311,2023-03-24,148.72,71.08
659,311,2023-02-05,101.86,51.18
660,311,2023-03-09,87.16,50.77
661,312,2023-02-09,145.48,71.95
662,313,2023-02-01,127.87,45.24
663,314,2023-07-17,160.24,77.38
664,314,2023-08-22,170.87,92.41
665,314,2023-10-22,116.47,52.01
666,314,2023-08-01,47.66,22.49
667,315,2023-05-02,29.36,9.09
668,315,2023-05-05,35.22,16.98
669,315,2023-06-21,178.92,89.05
670,316,2023-04-22,71.57,38.7
671,316,2023-09-05,25.4,14.46
672,316,2023-04-11,195.21,85.8
673,317,2023-02-13,32.06,19.0
674,318,2023-01-26,32.79,11.91
675,318,2023-01-19,104.44,39.75
676,318,2023-01-15,50.15,17.26
677,319,2023-02-28,78.73,30.69
678,319,2023-01-18,43.34,16.34
679,319,2023-01-24,141.32,45.05
680,319,2023-01-18,165.62,56.99
681,320,2023-01-20,107.22,41.89
682,320,2023-02-11,164.68,56.18
683,321,2023-03-18,69.26,30.91
684,321,2023-02-19,102.73,40.26
685,322,2023-04-02,102.52,53.05
686,323,2023-03-29,171.22,102.19
687,323,2023-05-11,86.86,31.14
688,323,2023-03-26,153.5,68.73
689,323,2023-03-25,170.88,69.79
690,324,2023-02-07,157.24,53.12
691,324,2023-01-26,191.26,67.45
692,325,2023-07-12,119.48,49.18
693,325,2023-08-06,45.42,21.4
694,325,2023-07-11,70.16,25.65
695,326,2023-06-08,194.59,91.73
696,326,2023-03-26,87.42,47.15
697,327,2023-03-14,172.12,92.73
698,328,2023-03-05,59.28,33.33
699,329,2023-02-02,176.72,95.04
700,330,2023-02-05,83.22,27.31
701,330,2023-02-06,185.73,57.95
702,331,2023-02-04,183.52,80.83
703,332,2023-04-16,97.4,46.66
704,332,2023-11-13,158.5,66.47
705,333,2023-01-07,81.27,36.83
706,333,2023-01-29,183.91,83.3
707,334,2023-01-09,119.21,51.43
708,335,2023-01-03,100.83,37.43
709,337,2023-05-25,70.59,24.85
710,338,2023-04-24,42.59,22.65
711,338,2023-03-22,141.93,66.67
712,339,2023-02-08,168.83,77.23
713,339,2023-03-24,62.2,25.1
714,341,2023-03-16,77.16,42.78
715,341,2023-05-09,179.27,93.53
716,341,2023-02-19,70.69,41.64
717,341,2023-02-10,148.89,76.21
718,342,2023-02-10,99.7,37.72
719,342,2023-02-20,170.22,98.84
720,342,2023-02-14,87.05,50.37
721,345,2023-02-04,194.25,84.31
722,346,2023-03-18,139.14,73.1
723,347,2023-03-02,58.24,29.07
724,347,2023-03-17,92.43,52.26
725,347,2023-05-08,183.65,72.39
726,347,2023-04-06,68.89,24.61
727,347,2023-03-08,81.58,35.0
728,348,2023-02-11,115.66,44.69
729,349,2023-02-15,49.59,16.61
730,349,2023-02-21,182.43,73.55
731,350,2023-03-15,78.82,23.9
732,350,2023-04-21,164.18,54.4
733,350,2023-03-25,103.52,34.74
734,350,2023-06-26,58.65,18.78
